CASEID,age,sex,education,weekly_working_hours,salary
13595,50-59,Male,University degree or certificate,37.5,90000
13595,40-49,Female,University degree or certificate,35,42000
13595,16-19,Male,Less than high school graduation,20,4200
13596,50-59,Male,University degree or certificate,40,175000
13596,40-49,Female,University degree or certificate,40,95000
13598,40-49,Male,University degree or certificate,35,60000
13601,60-69,Male,Graduated high school or partial postsecondary education,40,21000
13601,60-69,Female,University degree or certificate,40,80000
13602,30-39,Female,University degree or certificate,25,0
13602,30-39,Male,Non-university postsecondary certificate or diploma,60,0
13603,60-69,Male,Non-university postsecondary certificate or diploma,26,0
13604,30-39,Male,University degree or certificate,40,7000
13604,30-39,Female,University degree or certificate,36,14500
13605,40-49,Male,Less than high school graduation,40,12000
13605,40-49,Female,Non-university postsecondary certificate or diploma,40,57500
13607,60-69,Female,Less than high school graduation,70,13000
13608,30-39,Female,Non-university postsecondary certificate or diploma,40,9750
13608,40-49,Male,Graduated high school or partial postsecondary education,30,40000
13609,30-39,Female,Non-university postsecondary certificate or diploma,40,85000
13610,50-59,Female,Non-university postsecondary certificate or diploma,37.5,55000
13610,50-59,Male,Non-university postsecondary certificate or diploma,50,29000
13612,50-59,Male,University degree or certificate,40,90000
13612,50-59,Male,Graduated high school or partial postsecondary education,40,75000
13612,50-59,Male,Less than high school graduation,18,0
13615,30-39,Female,Non-university postsecondary certificate or diploma,30,5000
13617,50-59,Male,University degree or certificate,37.5,340000
13617,20-29,Female,University degree or certificate,20,14500
13618,20-29,Male,Non-university postsecondary certificate or diploma,40,32000
13618,20-29,Female,Graduated high school or partial postsecondary education,1,0
13619,40-49,Female,Less than high school graduation,15,22000
13620,20-29,Male,Graduated high school or partial postsecondary education,65,46000
13620,16-19,Female,Graduated high school or partial postsecondary education,24,7750
13621,40-49,Female,University degree or certificate,40,92500
13621,50-59,Male,University degree or certificate,30,8500
13621,16-19,Male,Graduated high school or partial postsecondary education,40,0
13622,30-39,Male,Graduated high school or partial postsecondary education,40,36000
13623,50-59,Female,Graduated high school or partial postsecondary education,37,50000
13623,50-59,Male,University degree or certificate,40,190000
13625,60-69,Female,University degree or certificate,37.5,120000
13627,50-59,Male,University degree or certificate,42,95000
13628,50-59,Female,University degree or certificate,37.5,60000
13629,40-49,Female,Non-university postsecondary certificate or diploma,40,17500
13630,50-59,Female,University degree or certificate,30,87500
13631,60-69,Female,Non-university postsecondary certificate or diploma,35,30000
13632,30-39,Male,University degree or certificate,50,95000
13633,50-59,Female,University degree or certificate,37.5,47000
13634,30-39,Female,Non-university postsecondary certificate or diploma,30,5500
13634,40-49,Female,University degree or certificate,37.5,55000
13635,60-69,Male,University degree or certificate,40,320000
13635,20-29,Male,Non-university postsecondary certificate or diploma,40,47000
13635,30-39,Female,University degree or certificate,40,18500
13636,40-49,Female,Graduated high school or partial postsecondary education,25,38000
13636,16-19,Female,Non-university postsecondary certificate or diploma,15,6750
13638,40-49,Male,Graduated high school or partial postsecondary education,38,30000
13639,30-39,Male,University degree or certificate,35,9500
13639,30-39,Female,University degree or certificate,40,97500
13640,30-39,Male,Less than high school graduation,37,40000
13642,50-59,Female,Graduated high school or partial postsecondary education,34,23000
13642,50-59,Male,Non-university postsecondary certificate or diploma,40,41000
13645,30-39,Male,Non-university postsecondary certificate or diploma,40,39000
13645,30-39,Female,University degree or certificate,40,65000
13649,20-29,Male,Graduated high school or partial postsecondary education,10,1050
13649,20-29,Male,Less than high school graduation,18,2200
13650,50-59,Female,University degree or certificate,30,0
13650,50-59,Male,University degree or certificate,40,85000
13650,20-29,Male,Graduated high school or partial postsecondary education,15,5750
13650,16-19,Male,Less than high school graduation,10,1025
13651,20-29,Male,Graduated high school or partial postsecondary education,60,92500
13652,40-49,Male,Non-university postsecondary certificate or diploma,40,125000
13652,40-49,Female,Non-university postsecondary certificate or diploma,30,0
13653,30-39,Male,University degree or certificate,35,72500
13653,30-39,Female,University degree or certificate,30,28000
13654,30-39,Male,Graduated high school or partial postsecondary education,40,85000
13654,20-29,Female,Non-university postsecondary certificate or diploma,45,27000
13655,60-69,Male,Graduated high school or partial postsecondary education,30,475
13655,50-59,Female,University degree or certificate,37.5,43000
13657,50-59,Female,Non-university postsecondary certificate or diploma,37.5,0
13658,20-29,Male,Non-university postsecondary certificate or diploma,40,52500
13658,20-29,Male,Graduated high school or partial postsecondary education,30,15000
13659,50-59,Male,University degree or certificate,40,130000
13659,50-59,Female,University degree or certificate,36.2,77500
13660,50-59,Female,University degree or certificate,32.5,55000
13661,50-59,Male,Less than high school graduation,55,140000
13662,50-59,Male,Non-university postsecondary certificate or diploma,36,47000
13662,40-49,Female,Non-university postsecondary certificate or diploma,37.5,55000
13664,50-59,Male,University degree or certificate,40,50000
13664,50-59,Female,Graduated high school or partial postsecondary education,20,14000
13665,20-29,Male,University degree or certificate,42,75000
13666,60-69,Female,Less than high school graduation,30,0
13668,60-69,Male,Non-university postsecondary certificate or diploma,40,77500
13669,50-59,Female,Non-university postsecondary certificate or diploma,35,35000
13669,60-69,Male,Graduated high school or partial postsecondary education,50,62500
13670,50-59,Male,Non-university postsecondary certificate or diploma,45,0
13671,50-59,Female,University degree or certificate,30,90000
13671,40-49,Male,Less than high school graduation,40,0
13671,16-19,Male,Graduated high school or partial postsecondary education,40,57500
13672,50-59,Male,Less than high school graduation,50,72500
13672,50-59,Female,Less than high school graduation,15,6500
13672,16-19,Female,Less than high school graduation,7,0
13673,40-49,Female,University degree or certificate,40,37000
13673,50-59,Male,University degree or certificate,40,72500
13674,40-49,Male,Non-university postsecondary certificate or diploma,60,18000
13674,60-69,Female,Less than high school graduation,60,14500
13675,60-69,Male,Non-university postsecondary certificate or diploma,40,42000
13676,30-39,Male,Graduated high school or partial postsecondary education,40,130000
13676,30-39,Female,Less than high school graduation,15,14500
13678,40-49,Male,Non-university postsecondary certificate or diploma,70,12500
13680,30-39,Male,University degree or certificate,40,50000
13680,30-39,Female,University degree or certificate,40,82500
13681,50-59,Female,University degree or certificate,37.5,100000
13681,50-59,Male,Graduated high school or partial postsecondary education,32,13000
13682,20-29,Female,Graduated high school or partial postsecondary education,20,10000
13682,20-29,Male,Graduated high school or partial postsecondary education,40,55000
13684,60-69,Male,Non-university postsecondary certificate or diploma,36,10000
13684,60-69,Female,Non-university postsecondary certificate or diploma,40,43000
13687,16-19,Male,Graduated high school or partial postsecondary education,40,3800
13687,16-19,Female,Less than high school graduation,16,10000
13688,50-59,Male,Non-university postsecondary certificate or diploma,40,100000
13690,40-49,Male,University degree or certificate,20,0
13690,40-49,Female,University degree or certificate,10,52500
13691,20-29,Male,Graduated high school or partial postsecondary education,37.5,40000
13691,20-29,Female,Non-university postsecondary certificate or diploma,21.5,25000
13693,50-59,Female,Graduated high school or partial postsecondary education,50,0
13693,50-59,Male,Non-university postsecondary certificate or diploma,40,80000
13695,30-39,Male,University degree or certificate,35,60000
13695,30-39,Female,University degree or certificate,40,28000
13697,70+,Male,Less than high school graduation,8,5750
13698,60-69,Female,University degree or certificate,40,57500
13700,60-69,Male,Graduated high school or partial postsecondary education,10,1100
13705,50-59,Male,Non-university postsecondary certificate or diploma,40,115000
13709,16-19,Female,Graduated high school or partial postsecondary education,25,3500
13709,20-29,Female,Graduated high school or partial postsecondary education,38,15000
13709,50-59,Male,University degree or certificate,40,110000
13710,40-49,Male,Graduated high school or partial postsecondary education,40,35000
13710,16-19,Male,Graduated high school or partial postsecondary education,40,14000
13711,70+,Female,Graduated high school or partial postsecondary education,20,11500
13712,30-39,Male,University degree or certificate,40,17500
13713,50-59,Male,Less than high school graduation,65,27000
13713,50-59,Female,Graduated high school or partial postsecondary education,25,9500
13715,60-69,Female,Less than high school graduation,26,17500
13716,40-49,Male,Non-university postsecondary certificate or diploma,44,72500
13718,50-59,Female,University degree or certificate,40,0
13718,50-59,Male,University degree or certificate,40,0
13720,50-59,Female,Non-university postsecondary certificate or diploma,40,57500
13721,70+,Female,Non-university postsecondary certificate or diploma,10,3900
13723,60-69,Male,Graduated high school or partial postsecondary education,40,19000
13723,50-59,Female,Non-university postsecondary certificate or diploma,37.5,46000
13724,50-59,Female,Graduated high school or partial postsecondary education,8,9500
13724,50-59,Male,Graduated high school or partial postsecondary education,33,60000
13725,60-69,Female,University degree or certificate,15,0
13725,60-69,Male,Non-university postsecondary certificate or diploma,37.5,70000
13726,40-49,Male,Non-university postsecondary certificate or diploma,40,57500
13726,30-39,Female,University degree or certificate,40,21000
13727,40-49,Male,Non-university postsecondary certificate or diploma,42,185000
13727,16-19,Female,Graduated high school or partial postsecondary education,20,0
13728,20-29,Male,Graduated high school or partial postsecondary education,15,13000
13728,20-29,Male,Graduated high school or partial postsecondary education,3.5,525
13728,16-19,Male,Graduated high school or partial postsecondary education,30,1900
13729,50-59,Female,Graduated high school or partial postsecondary education,40,60000
13730,30-39,Male,University degree or certificate,35,100000
13733,40-49,Male,Graduated high school or partial postsecondary education,15,200
13734,60-69,Male,University degree or certificate,50,97500
13735,60-69,Female,Graduated high school or partial postsecondary education,10,5750
13736,60-69,Male,Non-university postsecondary certificate or diploma,15,24000
13736,60-69,Female,Non-university postsecondary certificate or diploma,35,36000
13736,20-29,Female,Non-university postsecondary certificate or diploma,20,12500
13736,20-29,Male,Graduated high school or partial postsecondary education,40,27000
13737,60-69,Female,Less than high school graduation,21,7750
13737,60-69,Male,Less than high school graduation,24,17500
13738,40-49,Male,Non-university postsecondary certificate or diploma,40,67500
13738,30-39,Female,University degree or certificate,37.5,48000
13739,60-69,Male,University degree or certificate,50,15000
13740,50-59,Male,Graduated high school or partial postsecondary education,30,62500
13740,50-59,Female,Non-university postsecondary certificate or diploma,5,35000
13741,40-49,Female,Non-university postsecondary certificate or diploma,30,29000
13741,40-49,Male,Graduated high school or partial postsecondary education,40,43000
13742,30-39,Female,Non-university postsecondary certificate or diploma,40,43000
13742,60-69,Male,Non-university postsecondary certificate or diploma,40,10000
13742,60-69,Female,Less than high school graduation,30,18000
13743,40-49,Male,Graduated high school or partial postsecondary education,40,44000
13744,40-49,Male,University degree or certificate,40,120000
13744,40-49,Female,University degree or certificate,40,115000
13745,20-29,Female,University degree or certificate,32.5,30000
13745,30-39,Male,Non-university postsecondary certificate or diploma,50,95000
13746,50-59,Female,University degree or certificate,37,13500
13746,50-59,Male,Non-university postsecondary certificate or diploma,62,92500
13746,16-19,Female,Graduated high school or partial postsecondary education,25,0
13747,50-59,Female,Non-university postsecondary certificate or diploma,40,55000
13748,40-49,Female,Non-university postsecondary certificate or diploma,39,57500
13750,30-39,Female,Graduated high school or partial postsecondary education,24.5,9000
13750,40-49,Male,Non-university postsecondary certificate or diploma,40,80000
13751,30-39,Male,University degree or certificate,40,82500
13752,40-49,Female,Non-university postsecondary certificate or diploma,37,39000
13753,40-49,Female,Non-university postsecondary certificate or diploma,30,35000
13753,40-49,Male,University degree or certificate,42,75000
13754,40-49,Female,Non-university postsecondary certificate or diploma,37.5,42000
13754,40-49,Male,Non-university postsecondary certificate or diploma,37.5,72500
13754,16-19,Female,Graduated high school or partial postsecondary education,32,16000
13755,40-49,Male,Non-university postsecondary certificate or diploma,47.5,105000
13756,40-49,Female,Less than high school graduation,5,0
13756,50-59,Male,Non-university postsecondary certificate or diploma,40,55000
13757,60-69,Female,Non-university postsecondary certificate or diploma,35,37000
13758,40-49,Female,University degree or certificate,35,130000
13758,40-49,Male,Non-university postsecondary certificate or diploma,80,87500
13759,50-59,Female,University degree or certificate,36.2,130000
13761,50-59,Female,Non-university postsecondary certificate or diploma,15,12000
13762,50-59,Female,Non-university postsecondary certificate or diploma,37.5,45000
13764,20-29,Male,Less than high school graduation,40,38000
13764,20-29,Male,Less than high school graduation,40,33000
13765,30-39,Female,Non-university postsecondary certificate or diploma,35,57500
13765,30-39,Female,Graduated high school or partial postsecondary education,20,2900
13766,50-59,Male,Graduated high school or partial postsecondary education,40,72500
13766,16-19,Male,Less than high school graduation,16,10000
13769,30-39,Male,Graduated high school or partial postsecondary education,40,43000
13769,30-39,Female,University degree or certificate,40,55000
13771,50-59,Male,Non-university postsecondary certificate or diploma,35,49000
13771,50-59,Female,University degree or certificate,32,77500
13773,50-59,Female,University degree or certificate,42,35000
13773,50-59,Male,Graduated high school or partial postsecondary education,36,28000
13774,30-39,Female,Graduated high school or partial postsecondary education,45,45000
13774,30-39,Male,Graduated high school or partial postsecondary education,45,52500
13774,30-39,Male,Non-university postsecondary certificate or diploma,40,50000
13775,40-49,Male,Non-university postsecondary certificate or diploma,50,0
13776,30-39,Male,Graduated high school or partial postsecondary education,40,65000
13776,20-29,Female,Non-university postsecondary certificate or diploma,40,33000
13777,30-39,Female,University degree or certificate,37.5,35000
13777,30-39,Male,University degree or certificate,60,55000
13778,60-69,Male,Less than high school graduation,40,16000
13779,40-49,Female,University degree or certificate,35,87500
13780,60-69,Male,Graduated high school or partial postsecondary education,40,65000
13781,40-49,Male,University degree or certificate,35,37000
13781,40-49,Female,University degree or certificate,40,67500
13782,70+,Male,Non-university postsecondary certificate or diploma,45,0
13783,40-49,Male,Non-university postsecondary certificate or diploma,48,95000
13783,30-39,Female,Non-university postsecondary certificate or diploma,38,52500
13785,30-39,Male,Non-university postsecondary certificate or diploma,37.5,100000
13785,20-29,Female,Non-university postsecondary certificate or diploma,37.5,70000
13787,70+,Female,University degree or certificate,20,27000
13787,60-69,Male,University degree or certificate,40,0
13788,20-29,Female,Graduated high school or partial postsecondary education,32.5,0
13788,16-19,Female,Less than high school graduation,20,16000
13789,40-49,Male,Graduated high school or partial postsecondary education,50,32000
13789,50-59,Female,Less than high school graduation,50,17500
13790,50-59,Male,Non-university postsecondary certificate or diploma,40,48000
13790,50-59,Female,Non-university postsecondary certificate or diploma,27.5,26000
13791,30-39,Male,University degree or certificate,40,33000
13791,40-49,Female,University degree or certificate,35,29000
13793,30-39,Male,Graduated high school or partial postsecondary education,40,62500
13794,50-59,Female,Graduated high school or partial postsecondary education,37.5,135000
13794,50-59,Male,Graduated high school or partial postsecondary education,40,77500
13794,20-29,Female,Non-university postsecondary certificate or diploma,40,30000
13795,50-59,Male,Graduated high school or partial postsecondary education,4.5,0
13795,20-29,Female,Non-university postsecondary certificate or diploma,30,23000
13796,40-49,Male,Less than high school graduation,40,0
13796,50-59,Female,Non-university postsecondary certificate or diploma,35,20500
13796,16-19,Male,Less than high school graduation,25,17000
13797,30-39,Female,University degree or certificate,50,2500
13797,40-49,Male,Non-university postsecondary certificate or diploma,60,37000
13798,50-59,Male,Non-university postsecondary certificate or diploma,24,17500
13798,50-59,Female,Non-university postsecondary certificate or diploma,40,35000
13799,20-29,Male,Graduated high school or partial postsecondary education,20,9750
13799,20-29,Female,Non-university postsecondary certificate or diploma,37.5,35000
13800,50-59,Female,Less than high school graduation,60,31000
13801,50-59,Male,University degree or certificate,40,180000
13801,30-39,Male,University degree or certificate,20,17500
13801,30-39,Female,University degree or certificate,40,48000
13802,30-39,Female,University degree or certificate,30,0
13802,20-29,Male,University degree or certificate,35,65000
13804,30-39,Female,Graduated high school or partial postsecondary education,37.5,4500
13806,40-49,Male,Non-university postsecondary certificate or diploma,80,110000
13806,16-19,Male,Non-university postsecondary certificate or diploma,45,22000
13807,40-49,Male,Non-university postsecondary certificate or diploma,40,175000
13809,40-49,Female,University degree or certificate,35,70000
13809,40-49,Male,University degree or certificate,40,90000
13811,30-39,Female,University degree or certificate,40,37000
13811,30-39,Male,Non-university postsecondary certificate or diploma,70,36000
13813,20-29,Female,University degree or certificate,168,0
13813,30-39,Male,Graduated high school or partial postsecondary education,25,0
13814,50-59,Male,Graduated high school or partial postsecondary education,40,92500
13814,20-29,Male,Graduated high school or partial postsecondary education,40,45000
13815,60-69,Male,Graduated high school or partial postsecondary education,40,31000
13816,50-59,Female,Less than high school graduation,40,38000
13816,50-59,Male,Less than high school graduation,40,24000
13817,60-69,Male,University degree or certificate,27,30000
13817,60-69,Female,Non-university postsecondary certificate or diploma,29,29000
13822,50-59,Female,University degree or certificate,40,105000
13822,50-59,Male,University degree or certificate,40,97500
13822,16-19,Female,Less than high school graduation,16,4400
13823,60-69,Male,Graduated high school or partial postsecondary education,50,35000
13823,60-69,Female,Graduated high school or partial postsecondary education,47,70000
13824,50-59,Female,Less than high school graduation,40,52500
13824,30-39,Female,Non-university postsecondary certificate or diploma,40,17500
13825,40-49,Male,Less than high school graduation,40,40000
13826,50-59,Male,University degree or certificate,37.5,67500
13826,60-69,Female,University degree or certificate,15,0
13828,70+,Male,Graduated high school or partial postsecondary education,15,0
13828,20-29,Male,Graduated high school or partial postsecondary education,15,12000
13828,50-59,Female,Graduated high school or partial postsecondary education,15,0
13829,30-39,Male,Less than high school graduation,40,37000
13829,30-39,Female,Non-university postsecondary certificate or diploma,40,60000
13829,60-69,Female,Graduated high school or partial postsecondary education,15,16000
13830,60-69,Female,University degree or certificate,3,0
13832,60-69,Female,University degree or certificate,22.5,45000
13834,60-69,Male,Graduated high school or partial postsecondary education,40,41000
13834,60-69,Female,Non-university postsecondary certificate or diploma,37,21000
13835,40-49,Female,Non-university postsecondary certificate or diploma,25,3400
13835,40-49,Male,Graduated high school or partial postsecondary education,32,12500
13836,60-69,Male,Less than high school graduation,40,60000
13836,30-39,Female,Less than high school graduation,3,1100
13838,40-49,Male,Graduated high school or partial postsecondary education,40,80000
13839,20-29,Female,University degree or certificate,37.5,50000
13839,20-29,Male,University degree or certificate,40,92500
13840,30-39,Female,Non-university postsecondary certificate or diploma,35,62500
13840,40-49,Male,University degree or certificate,37.5,90000
13843,50-59,Female,Graduated high school or partial postsecondary education,30,34000
13843,50-59,Male,Non-university postsecondary certificate or diploma,70,32000
13843,20-29,Female,Graduated high school or partial postsecondary education,16,5000
13844,50-59,Female,University degree or certificate,20,1200
13844,50-59,Male,Graduated high school or partial postsecondary education,45,1250
13847,50-59,Female,Less than high school graduation,16,7000
13847,50-59,Male,Less than high school graduation,40,15000
13848,60-69,Female,Graduated high school or partial postsecondary education,20,11000
13849,40-49,Female,Non-university postsecondary certificate or diploma,35,0
13849,30-39,Male,Non-university postsecondary certificate or diploma,35,0
13850,30-39,Female,University degree or certificate,40,85000
13850,40-49,Male,Non-university postsecondary certificate or diploma,50,230000
13852,60-69,Female,Graduated high school or partial postsecondary education,10,27000
13853,40-49,Male,University degree or certificate,40,220000
13854,50-59,Male,Non-university postsecondary certificate or diploma,40,72500
13854,40-49,Female,Non-university postsecondary certificate or diploma,35,44000
13854,20-29,Male,Less than high school graduation,32.5,17000
13856,30-39,Female,Non-university postsecondary certificate or diploma,37.5,50000
13856,30-39,Male,Non-university postsecondary certificate or diploma,40,52500
13857,50-59,Male,Graduated high school or partial postsecondary education,40,115000
13857,50-59,Female,Graduated high school or partial postsecondary education,40,35000
13858,30-39,Female,Non-university postsecondary certificate or diploma,37,40000
13858,30-39,Male,Graduated high school or partial postsecondary education,40,15000
13859,50-59,Female,Graduated high school or partial postsecondary education,37.5,145000
13859,20-29,Female,Non-university postsecondary certificate or diploma,20,12500
13860,50-59,Male,University degree or certificate,60,0
13860,40-49,Female,University degree or certificate,20,0
13860,16-19,Female,Graduated high school or partial postsecondary education,20,9500
13861,50-59,Female,University degree or certificate,37.5,120000
13862,40-49,Male,Non-university postsecondary certificate or diploma,42,77500
13862,40-49,Female,Non-university postsecondary certificate or diploma,21,60000
13863,40-49,Female,Non-university postsecondary certificate or diploma,45,135000
13863,30-39,Male,Non-university postsecondary certificate or diploma,32.5,77500
13865,40-49,Female,Non-university postsecondary certificate or diploma,40,47000
13865,20-29,Male,Graduated high school or partial postsecondary education,25,15000
13865,40-49,Male,Graduated high school or partial postsecondary education,40,28000
13867,40-49,Female,Non-university postsecondary certificate or diploma,28,19500
13871,30-39,Male,University degree or certificate,37.5,110000
13872,60-69,Female,Non-university postsecondary certificate or diploma,38.8,120000
13872,30-39,Female,Graduated high school or partial postsecondary education,2,15000
13872,20-29,Female,University degree or certificate,40,42000
13873,50-59,Male,Less than high school graduation,40,1100
13874,40-49,Male,University degree or certificate,40,87500
13874,40-49,Female,University degree or certificate,40,44000
13875,40-49,Male,University degree or certificate,60,150000
13876,50-59,Male,Non-university postsecondary certificate or diploma,50,180000
13876,50-59,Female,Less than high school graduation,40,55000
13877,40-49,Male,Non-university postsecondary certificate or diploma,40,8250
13878,60-69,Male,University degree or certificate,14.1,37000
13878,60-69,Female,University degree or certificate,28,60000
13879,50-59,Female,Non-university postsecondary certificate or diploma,37.5,115000
13879,50-59,Male,University degree or certificate,37.5,125000
13880,30-39,Female,Non-university postsecondary certificate or diploma,30,27000
13880,40-49,Male,Non-university postsecondary certificate or diploma,40,75000
13881,40-49,Male,Graduated high school or partial postsecondary education,55,0
13883,50-59,Male,Graduated high school or partial postsecondary education,84,28000
13885,30-39,Female,University degree or certificate,37.5,57500
13886,50-59,Female,Less than high school graduation,20,7750
13886,20-29,Male,Graduated high school or partial postsecondary education,20,0
13888,40-49,Male,University degree or certificate,50,36000
13891,20-29,Male,Graduated high school or partial postsecondary education,36,28000
13892,20-29,Male,Less than high school graduation,32,37000
13894,30-39,Male,Non-university postsecondary certificate or diploma,37.5,40000
13894,30-39,Female,Non-university postsecondary certificate or diploma,40,36000
13896,20-29,Female,Non-university postsecondary certificate or diploma,35,7000
13896,30-39,Male,Non-university postsecondary certificate or diploma,40,105000
13897,30-39,Male,University degree or certificate,35,0
13898,60-69,Female,Less than high school graduation,40,21000
13899,50-59,Female,University degree or certificate,40,105000
13900,30-39,Male,Graduated high school or partial postsecondary education,90,105000
13901,30-39,Female,University degree or certificate,40,82500
13903,70+,Female,Graduated high school or partial postsecondary education,22.5,40000
13905,30-39,Male,Graduated high school or partial postsecondary education,35,15500
13905,30-39,Female,Graduated high school or partial postsecondary education,35,33000
13907,40-49,Male,Non-university postsecondary certificate or diploma,50,21000
13908,40-49,Female,University degree or certificate,40,97500
13908,40-49,Male,Graduated high school or partial postsecondary education,40,77500
13912,20-29,Male,University degree or certificate,31,28000
13917,50-59,Female,University degree or certificate,30,34000
13917,50-59,Male,Non-university postsecondary certificate or diploma,55,44000
13917,20-29,Male,Graduated high school or partial postsecondary education,40,0
13917,16-19,Male,Graduated high school or partial postsecondary education,30,1400
13917,16-19,Male,Graduated high school or partial postsecondary education,8,0
13918,40-49,Male,Graduated high school or partial postsecondary education,50,34000
13921,20-29,Male,Graduated high school or partial postsecondary education,40,34000
13921,30-39,Female,Graduated high school or partial postsecondary education,30,6750
13922,70+,Female,Less than high school graduation,28,0
13923,50-59,Female,Non-university postsecondary certificate or diploma,37.5,37000
13924,30-39,Male,Graduated high school or partial postsecondary education,50,0
13924,20-29,Female,University degree or certificate,40,51000
13926,50-59,Female,University degree or certificate,37.5,87500
13926,60-69,Male,Graduated high school or partial postsecondary education,40,110000
13927,20-29,Female,Non-university postsecondary certificate or diploma,42,32000
13927,30-39,Male,Non-university postsecondary certificate or diploma,42,27000
13928,40-49,Male,University degree or certificate,40,0
13929,50-59,Female,University degree or certificate,40,29000
13929,60-69,Male,Graduated high school or partial postsecondary education,40,36000
13931,40-49,Male,Non-university postsecondary certificate or diploma,40,82500
13931,40-49,Female,Graduated high school or partial postsecondary education,40,67500
13932,30-39,Female,Non-university postsecondary certificate or diploma,35,0
13932,30-39,Male,Non-university postsecondary certificate or diploma,40,95000
13933,40-49,Female,Non-university postsecondary certificate or diploma,40,60000
13933,40-49,Male,Non-university postsecondary certificate or diploma,30,200
13933,20-29,Female,Graduated high school or partial postsecondary education,30,17000
13933,16-19,Male,Less than high school graduation,15,8000
13934,30-39,Male,University degree or certificate,37.5,90000
13935,60-69,Female,Graduated high school or partial postsecondary education,24,0
13936,30-39,Female,University degree or certificate,15,1800
13936,40-49,Male,University degree or certificate,45,92500
13937,50-59,Male,Less than high school graduation,40,7250
13937,50-59,Female,Non-university postsecondary certificate or diploma,30,35000
13938,40-49,Male,University degree or certificate,37.5,44000
13938,40-49,Female,University degree or certificate,37.5,57500
13939,60-69,Male,University degree or certificate,7,17500
13939,60-69,Female,Non-university postsecondary certificate or diploma,40,57500
13940,30-39,Female,University degree or certificate,50,90000
13940,30-39,Male,Graduated high school or partial postsecondary education,60,125000
13942,50-59,Male,University degree or certificate,60,175000
13942,50-59,Female,University degree or certificate,45,80000
13944,60-69,Female,University degree or certificate,30,29000
13946,70+,Female,Non-university postsecondary certificate or diploma,3,850
13948,20-29,Female,Non-university postsecondary certificate or diploma,40,18500
13949,50-59,Male,University degree or certificate,40,80000
13949,50-59,Female,University degree or certificate,35,80000
13949,20-29,Female,Non-university postsecondary certificate or diploma,13,9000
13949,16-19,Female,Non-university postsecondary certificate or diploma,8,16500
13950,40-49,Female,University degree or certificate,50,0
13950,40-49,Male,Non-university postsecondary certificate or diploma,50,5750
13951,30-39,Male,Non-university postsecondary certificate or diploma,40,0
13952,20-29,Male,Non-university postsecondary certificate or diploma,40,15500
13952,20-29,Female,Graduated high school or partial postsecondary education,35,45000
13953,50-59,Female,Less than high school graduation,30,11000
13954,70+,Male,Non-university postsecondary certificate or diploma,40,130000
13955,50-59,Male,University degree or certificate,37.5,155000
13955,50-59,Female,University degree or certificate,37.5,70000
13956,20-29,Female,Non-university postsecondary certificate or diploma,40,37000
13956,20-29,Male,Non-university postsecondary certificate or diploma,40,48000
13958,60-69,Female,Graduated high school or partial postsecondary education,12,8000
13959,60-69,Male,Graduated high school or partial postsecondary education,37.5,17500
13960,60-69,Female,Graduated high school or partial postsecondary education,40,60000
13962,30-39,Female,Non-university postsecondary certificate or diploma,9,1100
13962,40-49,Male,University degree or certificate,50,120000
13962,16-19,Female,Less than high school graduation,6,425
13963,50-59,Male,Non-university postsecondary certificate or diploma,40,28000
13964,60-69,Male,Non-university postsecondary certificate or diploma,40,22000
13964,50-59,Female,Non-university postsecondary certificate or diploma,35,10000
13966,20-29,Female,Non-university postsecondary certificate or diploma,40,45000
13966,20-29,Male,University degree or certificate,52,55000
13967,60-69,Female,Less than high school graduation,32,39000
13968,30-39,Female,Graduated high school or partial postsecondary education,30,0
13968,30-39,Male,Non-university postsecondary certificate or diploma,40,37000
13969,50-59,Female,University degree or certificate,40,41000
13969,16-19,Female,Non-university postsecondary certificate or diploma,30,11000
13970,60-69,Male,University degree or certificate,38,92500
13970,60-69,Female,University degree or certificate,35,90000
13970,20-29,Female,Graduated high school or partial postsecondary education,42,110000
13973,60-69,Female,Graduated high school or partial postsecondary education,35,65000
13974,30-39,Female,University degree or certificate,35,77500
13974,30-39,Male,University degree or certificate,37.5,90000
13975,30-39,Female,University degree or certificate,40,9750
13975,20-29,Male,Graduated high school or partial postsecondary education,50,27000
13979,50-59,Female,Less than high school graduation,10,7500
13979,50-59,Male,Non-university postsecondary certificate or diploma,45,110000
13982,50-59,Male,Non-university postsecondary certificate or diploma,40,100000
13982,20-29,Male,Graduated high school or partial postsecondary education,40,28000
13983,60-69,Male,University degree or certificate,40,13500
13983,50-59,Female,Graduated high school or partial postsecondary education,40,12500
13984,50-59,Female,University degree or certificate,25,2300
13984,50-59,Male,University degree or certificate,50,250000
13984,20-29,Male,Non-university postsecondary certificate or diploma,40,24000
13984,20-29,Male,University degree or certificate,38,11000
13986,40-49,Female,University degree or certificate,40,0
13986,40-49,Male,Non-university postsecondary certificate or diploma,40,120000
13988,30-39,Male,Non-university postsecondary certificate or diploma,40,57500
13989,50-59,Male,Non-university postsecondary certificate or diploma,25,31000
13989,20-29,Female,Non-university postsecondary certificate or diploma,25,17000
13990,50-59,Male,University degree or certificate,60,195000
13990,50-59,Female,University degree or certificate,15,27000
13990,16-19,Male,Graduated high school or partial postsecondary education,50,1400
13990,20-29,Female,Graduated high school or partial postsecondary education,80,1750
13991,50-59,Female,Graduated high school or partial postsecondary education,40,29000
13992,20-29,Male,Non-university postsecondary certificate or diploma,50,110000
