CASEID,age,sex,education,weekly_working_hours,salary
31783,30-39,Male,University degree or certificate,37.5,50000
31784,30-39,Male,Less than high school graduation,60,140000
31786,20-29,Female,University degree or certificate,40,72500
31786,20-29,Male,University degree or certificate,40,90000
31787,40-49,Male,Non-university postsecondary certificate or diploma,35,60000
31788,50-59,Male,Non-university postsecondary certificate or diploma,40,44000
31789,60-69,Male,Non-university postsecondary certificate or diploma,40,77500
31789,60-69,Female,Non-university postsecondary certificate or diploma,38,47500
31789,20-29,Female,University degree or certificate,35,18500
31791,50-59,Female,Graduated high school or partial postsecondary education,40,26000
31793,60-69,Male,Graduated high school or partial postsecondary education,60,57500
31794,30-39,Female,Less than high school graduation,70,38000
31795,30-39,Male,Non-university postsecondary certificate or diploma,60,7250
31795,30-39,Female,Graduated high school or partial postsecondary education,40,34000
31796,40-49,Male,University degree or certificate,40,0
31796,30-39,Female,University degree or certificate,37.5,47500
31798,60-69,Female,Non-university postsecondary certificate or diploma,55,160000
31798,40-49,Female,Non-university postsecondary certificate or diploma,45,55000
31799,60-69,Male,University degree or certificate,20,0
31800,60-69,Male,Less than high school graduation,56,19000
31800,20-29,Male,Graduated high school or partial postsecondary education,40,26000
31802,40-49,Female,Graduated high school or partial postsecondary education,27,27000
31804,30-39,Male,Graduated high school or partial postsecondary education,40,39000
31804,30-39,Male,Graduated high school or partial postsecondary education,40,41000
31804,60-69,Female,University degree or certificate,40,37000
31805,30-39,Male,Graduated high school or partial postsecondary education,45,67500
31805,20-29,Male,University degree or certificate,45,77500
31805,20-29,Male,Graduated high school or partial postsecondary education,44,35000
31806,60-69,Female,University degree or certificate,18.7,11500
31807,60-69,Female,Non-university postsecondary certificate or diploma,40,0
31808,50-59,Female,University degree or certificate,35,46000
31808,20-29,Male,Graduated high school or partial postsecondary education,40,25000
31809,40-49,Female,University degree or certificate,30,36000
31809,40-49,Male,Graduated high school or partial postsecondary education,30,3800
31809,16-19,Male,Less than high school graduation,15,9500
31810,60-69,Male,University degree or certificate,16,7500
31811,50-59,Female,Non-university postsecondary certificate or diploma,37.5,10000
31814,40-49,Female,Non-university postsecondary certificate or diploma,30,0
31815,60-69,Male,Less than high school graduation,50,50000
31815,40-49,Female,Less than high school graduation,38,30000
31817,40-49,Male,University degree or certificate,40,52500
31818,40-49,Female,Graduated high school or partial postsecondary education,40,77500
31818,40-49,Male,Non-university postsecondary certificate or diploma,40,82500
31818,20-29,Male,Graduated high school or partial postsecondary education,40,39000
31819,20-29,Male,Graduated high school or partial postsecondary education,20,12500
31820,60-69,Male,University degree or certificate,23,55000
31821,40-49,Female,Graduated high school or partial postsecondary education,37.5,41000
31821,16-19,Female,Graduated high school or partial postsecondary education,15,8750
31822,60-69,Male,Graduated high school or partial postsecondary education,40,62500
31823,60-69,Male,Graduated high school or partial postsecondary education,10,24000
31824,30-39,Female,Graduated high school or partial postsecondary education,40,50000
31824,40-49,Male,University degree or certificate,40,31000
31827,50-59,Male,University degree or certificate,40,87500
31827,50-59,Female,University degree or certificate,40,105000
31828,50-59,Male,University degree or certificate,60,0
31828,50-59,Female,Non-university postsecondary certificate or diploma,30,45000
31829,20-29,Male,Graduated high school or partial postsecondary education,45,52500
31829,20-29,Female,Non-university postsecondary certificate or diploma,44,62500
31830,30-39,Female,University degree or certificate,37.5,67500
31832,20-29,Male,Non-university postsecondary certificate or diploma,42,7000
31832,20-29,Female,Graduated high school or partial postsecondary education,40,27000
31833,40-49,Female,Non-university postsecondary certificate or diploma,40,170000
31835,40-49,Female,Non-university postsecondary certificate or diploma,35,30000
31835,50-59,Male,Non-university postsecondary certificate or diploma,50,80000
31835,20-29,Female,Graduated high school or partial postsecondary education,20,7250
31836,20-29,Female,Graduated high school or partial postsecondary education,28,6000
31836,40-49,Male,Graduated high school or partial postsecondary education,40,12000
31836,40-49,Female,Graduated high school or partial postsecondary education,40,36000
31837,40-49,Female,Graduated high school or partial postsecondary education,50,32000
31837,40-49,Male,Non-university postsecondary certificate or diploma,40,41000
31837,16-19,Male,Less than high school graduation,8,4900
31839,40-49,Female,University degree or certificate,37.5,80000
31840,50-59,Male,University degree or certificate,40,55000
31840,20-29,Female,Graduated high school or partial postsecondary education,8,1550
31844,30-39,Male,Graduated high school or partial postsecondary education,32,35000
31846,30-39,Male,Graduated high school or partial postsecondary education,40,27000
31846,30-39,Male,Non-university postsecondary certificate or diploma,40,55000
31847,40-49,Male,University degree or certificate,37,77500
31851,60-69,Female,Non-university postsecondary certificate or diploma,9.5,15000
31852,40-49,Male,University degree or certificate,37.5,34000
31853,40-49,Female,University degree or certificate,16,43000
31857,20-29,Male,Graduated high school or partial postsecondary education,40,8250
31858,50-59,Female,Non-university postsecondary certificate or diploma,40,80000
31859,60-69,Female,University degree or certificate,15,13500
31859,20-29,Male,Graduated high school or partial postsecondary education,30,26000
31862,30-39,Male,Non-university postsecondary certificate or diploma,45,65000
31862,20-29,Female,Non-university postsecondary certificate or diploma,37,34000
31863,30-39,Female,Non-university postsecondary certificate or diploma,25,5750
31863,30-39,Female,Non-university postsecondary certificate or diploma,40,95000
31863,20-29,Female,Non-university postsecondary certificate or diploma,40,14500
31865,50-59,Male,University degree or certificate,40,17000
31865,50-59,Female,University degree or certificate,40,0
31867,60-69,Male,Graduated high school or partial postsecondary education,47.5,38000
31867,60-69,Female,Graduated high school or partial postsecondary education,16.5,20000
31868,30-39,Female,Non-university postsecondary certificate or diploma,40,0
31870,20-29,Female,Less than high school graduation,35,11000
31870,20-29,Male,Less than high school graduation,45,39000
31872,40-49,Female,Non-university postsecondary certificate or diploma,37.5,57500
31872,40-49,Male,Non-university postsecondary certificate or diploma,37.5,102500
31874,50-59,Male,Graduated high school or partial postsecondary education,40,34000
31874,50-59,Female,Graduated high school or partial postsecondary education,52,32000
31874,16-19,Female,Graduated high school or partial postsecondary education,25,14000
31875,60-69,Male,Graduated high school or partial postsecondary education,40,25000
31877,50-59,Male,Non-university postsecondary certificate or diploma,40,92500
31877,50-59,Female,University degree or certificate,37.5,35000
31877,20-29,Male,Graduated high school or partial postsecondary education,25,8750
31877,20-29,Male,University degree or certificate,20,12500
31878,60-69,Female,Graduated high school or partial postsecondary education,6,0
31880,30-39,Female,University degree or certificate,35,24000
31880,20-29,Male,Non-university postsecondary certificate or diploma,24,0
31881,30-39,Male,University degree or certificate,44.5,120000
31881,40-49,Female,Non-university postsecondary certificate or diploma,44.5,72500
31882,30-39,Male,Graduated high school or partial postsecondary education,50,0
31883,30-39,Female,Non-university postsecondary certificate or diploma,35,48000
31883,40-49,Male,Non-university postsecondary certificate or diploma,40,100000
31884,40-49,Female,University degree or certificate,37.5,90000
31885,60-69,Female,Graduated high school or partial postsecondary education,30,72500
31885,60-69,Male,Non-university postsecondary certificate or diploma,60,100000
31885,30-39,Male,Graduated high school or partial postsecondary education,40,60000
31889,20-29,Female,Non-university postsecondary certificate or diploma,28,39000
31890,50-59,Male,Non-university postsecondary certificate or diploma,40,60000
31890,50-59,Female,Non-university postsecondary certificate or diploma,20,24000
31890,20-29,Male,Graduated high school or partial postsecondary education,45,26000
31891,30-39,Male,Graduated high school or partial postsecondary education,40,110000
31892,50-59,Female,University degree or certificate,37.5,77500
31892,50-59,Male,Less than high school graduation,30,0
31892,16-19,Male,Graduated high school or partial postsecondary education,40,13500
31894,40-49,Male,University degree or certificate,40,105000
31894,30-39,Female,University degree or certificate,35,8000
31896,30-39,Female,University degree or certificate,35,72500
31896,40-49,Male,Graduated high school or partial postsecondary education,40,57500
31897,60-69,Male,Non-university postsecondary certificate or diploma,50,45000
31898,60-69,Female,Non-university postsecondary certificate or diploma,35,67500
31899,50-59,Male,Less than high school graduation,50,21000
31899,40-49,Female,Non-university postsecondary certificate or diploma,40,12500
31899,20-29,Male,Graduated high school or partial postsecondary education,45,5750
31899,20-29,Male,Non-university postsecondary certificate or diploma,45,25000
31900,60-69,Female,University degree or certificate,35,36000
31903,40-49,Male,Non-university postsecondary certificate or diploma,40,97500
31904,40-49,Male,Less than high school graduation,40,80000
31904,30-39,Female,Graduated high school or partial postsecondary education,40,38000
31905,60-69,Male,Non-university postsecondary certificate or diploma,63,95000
31905,60-69,Female,Less than high school graduation,52,110000
31906,50-59,Male,Non-university postsecondary certificate or diploma,20,0
31906,50-59,Female,Non-university postsecondary certificate or diploma,30,25000
31907,30-39,Male,Non-university postsecondary certificate or diploma,40,48000
31907,30-39,Female,University degree or certificate,50,45000
31909,60-69,Male,University degree or certificate,50,0
31909,50-59,Female,University degree or certificate,40,67500
31910,60-69,Male,Graduated high school or partial postsecondary education,35,25000
31911,60-69,Female,University degree or certificate,20,0
31911,60-69,Male,University degree or certificate,40,240000
31911,20-29,Female,University degree or certificate,37.5,72500
31914,40-49,Male,Graduated high school or partial postsecondary education,40,45000
31914,30-39,Female,University degree or certificate,20,12500
31915,60-69,Male,Graduated high school or partial postsecondary education,40,36000
31916,60-69,Male,Graduated high school or partial postsecondary education,36,21000
31916,60-69,Male,Graduated high school or partial postsecondary education,30,62500
31918,40-49,Male,Non-university postsecondary certificate or diploma,45,37000
31918,20-29,Female,Non-university postsecondary certificate or diploma,40,49000
31919,70+,Female,University degree or certificate,40,100000
31919,70+,Male,University degree or certificate,45,135000
31919,40-49,Male,University degree or certificate,40,57500
31921,20-29,Female,Non-university postsecondary certificate or diploma,40,0
31922,60-69,Male,Less than high school graduation,40,11000
31923,40-49,Female,University degree or certificate,37.7,100000
31923,50-59,Male,Non-university postsecondary certificate or diploma,77,0
31924,40-49,Male,Graduated high school or partial postsecondary education,38.8,42000
31924,40-49,Female,Non-university postsecondary certificate or diploma,36.3,77500
31924,20-29,Male,Non-university postsecondary certificate or diploma,40,49000
31924,16-19,Male,Less than high school graduation,10,7000
31925,30-39,Female,Non-university postsecondary certificate or diploma,44,31000
31925,20-29,Male,Graduated high school or partial postsecondary education,50,12500
31926,20-29,Male,Graduated high school or partial postsecondary education,30,26000
31926,20-29,Female,Graduated high school or partial postsecondary education,15,16000
31927,50-59,Female,University degree or certificate,40,105000
31931,30-39,Female,University degree or certificate,40,4800
31931,40-49,Male,University degree or certificate,40,82500
31932,40-49,Male,University degree or certificate,40,190000
31933,50-59,Female,Non-university postsecondary certificate or diploma,47,65000
31935,50-59,Male,University degree or certificate,35,80000
31935,50-59,Female,University degree or certificate,35,70000
31936,40-49,Male,University degree or certificate,50,0
31937,50-59,Female,Non-university postsecondary certificate or diploma,37.5,32000
31938,20-29,Male,University degree or certificate,20,28000
31938,20-29,Male,Non-university postsecondary certificate or diploma,40,45000
31939,30-39,Male,University degree or certificate,40,37000
31940,20-29,Male,University degree or certificate,45,0
31941,30-39,Male,Non-university postsecondary certificate or diploma,42,160000
31942,60-69,Male,Graduated high school or partial postsecondary education,15,80000
31943,60-69,Male,Non-university postsecondary certificate or diploma,7,1550
31945,70+,Male,Graduated high school or partial postsecondary education,32,28000
31946,30-39,Male,University degree or certificate,50,30000
31946,30-39,Female,University degree or certificate,16,0
31948,50-59,Male,University degree or certificate,48,25000
31948,40-49,Female,University degree or certificate,42,110000
31948,20-29,Male,Graduated high school or partial postsecondary education,40,17000
31949,40-49,Male,Less than high school graduation,20,0
31950,40-49,Male,University degree or certificate,40,82500
31950,40-49,Female,University degree or certificate,40,97500
31951,30-39,Female,University degree or certificate,17.5,18500
31951,30-39,Male,Non-university postsecondary certificate or diploma,40,65000
31952,20-29,Male,Less than high school graduation,60,46000
31953,20-29,Male,Non-university postsecondary certificate or diploma,40,27000
31953,20-29,Female,Less than high school graduation,20,13500
31954,40-49,Male,University degree or certificate,50,190000
31955,40-49,Female,Non-university postsecondary certificate or diploma,35,77500
31957,20-29,Male,Graduated high school or partial postsecondary education,37.5,22000
31958,20-29,Male,University degree or certificate,40,42000
31959,40-49,Male,University degree or certificate,40,57500
31960,20-29,Female,Non-university postsecondary certificate or diploma,40,32000
31960,20-29,Female,Graduated high school or partial postsecondary education,35,30000
31960,20-29,Male,Non-university postsecondary certificate or diploma,40,62500
31961,50-59,Female,Graduated high school or partial postsecondary education,32,40000
31962,50-59,Male,Graduated high school or partial postsecondary education,40,85000
31962,50-59,Female,Graduated high school or partial postsecondary education,15.5,5500
31963,40-49,Female,Non-university postsecondary certificate or diploma,24,33000
31963,40-49,Male,Less than high school graduation,36,60000
31965,40-49,Male,Non-university postsecondary certificate or diploma,72,57500
31965,40-49,Female,Non-university postsecondary certificate or diploma,6,57500
31966,40-49,Female,University degree or certificate,40,55000
31966,40-49,Male,Non-university postsecondary certificate or diploma,44,50000
31966,20-29,Male,Graduated high school or partial postsecondary education,16,10500
31966,16-19,Female,Less than high school graduation,12,3600
31969,30-39,Male,University degree or certificate,30,15500
31970,30-39,Female,University degree or certificate,40,0
31971,50-59,Female,Less than high school graduation,11,11500
31971,60-69,Male,Less than high school graduation,40,67500
31972,20-29,Male,University degree or certificate,40,97500
31973,50-59,Male,University degree or certificate,37.5,33000
31974,40-49,Female,Non-university postsecondary certificate or diploma,39,35000
31976,50-59,Male,Non-university postsecondary certificate or diploma,40,82500
31976,40-49,Female,Non-university postsecondary certificate or diploma,35,37000
31977,16-19,Female,Graduated high school or partial postsecondary education,40,11500
31978,20-29,Female,Non-university postsecondary certificate or diploma,30,28000
31978,30-39,Male,Non-university postsecondary certificate or diploma,40,82500
31980,40-49,Female,Graduated high school or partial postsecondary education,30,0
31980,40-49,Male,Less than high school graduation,40,125000
31981,30-39,Male,University degree or certificate,40,12500
31984,40-49,Female,Non-university postsecondary certificate or diploma,37.5,36000
31984,30-39,Male,University degree or certificate,40,65000
31986,50-59,Male,Non-university postsecondary certificate or diploma,40,62500
31986,40-49,Female,Non-university postsecondary certificate or diploma,35,9000
31988,60-69,Female,Graduated high school or partial postsecondary education,37.5,44000
31988,50-59,Male,Non-university postsecondary certificate or diploma,40,72500
31990,60-69,Male,Non-university postsecondary certificate or diploma,90,40000
31990,50-59,Female,Non-university postsecondary certificate or diploma,90,52500
31991,50-59,Female,Non-university postsecondary certificate or diploma,40,82500
31992,40-49,Female,Non-university postsecondary certificate or diploma,32,52500
31992,50-59,Male,Less than high school graduation,35,46000
31993,20-29,Male,Non-university postsecondary certificate or diploma,40,38000
31994,20-29,Female,University degree or certificate,30,7500
31994,20-29,Male,Non-university postsecondary certificate or diploma,60,80000
31996,60-69,Male,Non-university postsecondary certificate or diploma,38.7,52500
31996,50-59,Female,Non-university postsecondary certificate or diploma,35,60000
31997,50-59,Male,Non-university postsecondary certificate or diploma,40,85000
31997,50-59,Female,Non-university postsecondary certificate or diploma,35,43000
31998,40-49,Female,University degree or certificate,35,115000
31998,40-49,Male,Non-university postsecondary certificate or diploma,30,130000
31998,16-19,Male,Non-university postsecondary certificate or diploma,15,13000
31999,40-49,Female,Non-university postsecondary certificate or diploma,39,43000
32003,40-49,Male,Non-university postsecondary certificate or diploma,40,195000
32004,40-49,Male,Non-university postsecondary certificate or diploma,50,28000
32004,30-39,Female,University degree or certificate,37.5,95000
32005,60-69,Male,Graduated high school or partial postsecondary education,35,0
32005,50-59,Female,Non-university postsecondary certificate or diploma,45,160000
32006,40-49,Female,Non-university postsecondary certificate or diploma,39,67500
32006,40-49,Male,Graduated high school or partial postsecondary education,24,20000
32007,40-49,Male,Graduated high school or partial postsecondary education,45,115000
32007,40-49,Female,Non-university postsecondary certificate or diploma,27.5,26000
32007,16-19,Male,Graduated high school or partial postsecondary education,30,9750
32008,40-49,Female,University degree or certificate,37.5,87500
32008,40-49,Male,University degree or certificate,55,67500
32009,30-39,Male,Non-university postsecondary certificate or diploma,40,105000
32009,30-39,Female,Graduated high school or partial postsecondary education,40,43000
32010,60-69,Male,Graduated high school or partial postsecondary education,44,47000
32012,40-49,Male,Non-university postsecondary certificate or diploma,40,41000
32012,16-19,Male,Less than high school graduation,15,9750
32013,50-59,Male,Non-university postsecondary certificate or diploma,36,140000
32013,60-69,Female,Less than high school graduation,40,3900
32015,30-39,Male,Graduated high school or partial postsecondary education,40,41000
32016,40-49,Male,Graduated high school or partial postsecondary education,80,0
32016,40-49,Female,Non-university postsecondary certificate or diploma,28,40000
32017,70+,Female,Less than high school graduation,17.5,42000
32017,60-69,Male,Non-university postsecondary certificate or diploma,40,67500
32018,40-49,Female,Non-university postsecondary certificate or diploma,45,26000
32018,40-49,Male,University degree or certificate,55,100000
32022,30-39,Male,Non-university postsecondary certificate or diploma,37.5,75000
32022,30-39,Male,Non-university postsecondary certificate or diploma,35,24000
32023,30-39,Male,University degree or certificate,40,4800
32025,60-69,Male,Less than high school graduation,44,77500
32026,60-69,Female,Non-university postsecondary certificate or diploma,35,46000
32027,30-39,Male,University degree or certificate,40,120000
32027,30-39,Female,University degree or certificate,20,0
32028,20-29,Male,Non-university postsecondary certificate or diploma,40,145000
32030,50-59,Male,Non-university postsecondary certificate or diploma,40,0
32031,30-39,Female,University degree or certificate,40,26000
32031,30-39,Male,Non-university postsecondary certificate or diploma,37.5,55000
32032,40-49,Female,Non-university postsecondary certificate or diploma,37.5,100000
32032,20-29,Male,Graduated high school or partial postsecondary education,32,6250
32033,30-39,Male,Graduated high school or partial postsecondary education,40,82500
32034,30-39,Female,University degree or certificate,40,14000
32035,50-59,Male,Non-university postsecondary certificate or diploma,40,65000
32036,30-39,Male,University degree or certificate,20,0
32037,60-69,Male,University degree or certificate,40,46000
32039,30-39,Female,University degree or certificate,40,60000
32043,20-29,Female,Graduated high school or partial postsecondary education,37.5,7000
32043,30-39,Male,Graduated high school or partial postsecondary education,40,140000
32043,20-29,Male,Non-university postsecondary certificate or diploma,68,65000
32045,20-29,Male,University degree or certificate,40,0
32046,30-39,Female,Non-university postsecondary certificate or diploma,32,90000
32047,40-49,Male,University degree or certificate,37.5,100000
32047,40-49,Female,Non-university postsecondary certificate or diploma,42,52500
32048,50-59,Female,Graduated high school or partial postsecondary education,20,0
32048,50-59,Male,Graduated high school or partial postsecondary education,60,0
32049,50-59,Female,University degree or certificate,37.5,65000
32049,50-59,Male,Non-university postsecondary certificate or diploma,40,0
32049,20-29,Male,Non-university postsecondary certificate or diploma,40,9250
32050,20-29,Male,University degree or certificate,40,55000
32050,20-29,Female,University degree or certificate,40,20000
32053,60-69,Male,Less than high school graduation,12,0
32055,20-29,Male,Graduated high school or partial postsecondary education,40,26000
32056,30-39,Female,University degree or certificate,32,55000
32057,20-29,Female,Graduated high school or partial postsecondary education,35,0
32057,20-29,Male,Graduated high school or partial postsecondary education,10,6000
32058,40-49,Male,University degree or certificate,45,0
32059,60-69,Female,Non-university postsecondary certificate or diploma,40,52500
32063,40-49,Male,Graduated high school or partial postsecondary education,70,87500
32063,40-49,Female,Non-university postsecondary certificate or diploma,55,10000
32064,30-39,Male,Graduated high school or partial postsecondary education,40,85000
32064,30-39,Female,Less than high school graduation,37,82500
32068,50-59,Male,University degree or certificate,33,57500
32068,50-59,Female,University degree or certificate,45,102500
32069,50-59,Male,Non-university postsecondary certificate or diploma,40,0
32069,50-59,Female,Non-university postsecondary certificate or diploma,40,0
32069,20-29,Male,Graduated high school or partial postsecondary education,30,17000
32070,40-49,Female,Graduated high school or partial postsecondary education,40,26000
32071,30-39,Female,Non-university postsecondary certificate or diploma,50,20000
32071,40-49,Male,Non-university postsecondary certificate or diploma,35,77500
32072,60-69,Female,Non-university postsecondary certificate or diploma,40,110000
32073,40-49,Male,University degree or certificate,40,120000
32074,40-49,Female,University degree or certificate,35,130000
32074,40-49,Male,University degree or certificate,35,87500
32075,40-49,Male,University degree or certificate,37.5,90000
32075,40-49,Female,Non-university postsecondary certificate or diploma,40,62500
32076,40-49,Male,Graduated high school or partial postsecondary education,70,0
32076,30-39,Female,Less than high school graduation,40,0
32077,40-49,Male,Graduated high school or partial postsecondary education,40,57500
32078,30-39,Male,Non-university postsecondary certificate or diploma,40,110000
32079,40-49,Male,University degree or certificate,40,105000
32079,30-39,Female,Non-university postsecondary certificate or diploma,40,105000
32079,16-19,Male,Graduated high school or partial postsecondary education,12,2000
32080,60-69,Male,Less than high school graduation,40,42000
32081,50-59,Male,Less than high school graduation,37.5,65000
32081,50-59,Female,Graduated high school or partial postsecondary education,12,4750
32081,30-39,Female,Non-university postsecondary certificate or diploma,40,30000
32082,20-29,Female,Graduated high school or partial postsecondary education,40,18500
32082,20-29,Male,Graduated high school or partial postsecondary education,44,45000
32084,60-69,Male,Graduated high school or partial postsecondary education,48,50000
32085,50-59,Male,Non-university postsecondary certificate or diploma,40,125000
32085,50-59,Female,Graduated high school or partial postsecondary education,40,45000
32085,20-29,Female,Graduated high school or partial postsecondary education,12,11000
32087,50-59,Female,Non-university postsecondary certificate or diploma,37.5,62500
32087,50-59,Male,University degree or certificate,40,100000
32089,30-39,Male,Non-university postsecondary certificate or diploma,40,32000
32090,20-29,Male,Graduated high school or partial postsecondary education,70,57500
32090,50-59,Male,Graduated high school or partial postsecondary education,70,49000
32090,50-59,Female,Non-university postsecondary certificate or diploma,37.5,87500
32092,20-29,Male,Less than high school graduation,25,0
32092,40-49,Male,Graduated high school or partial postsecondary education,40,15500
32092,40-49,Female,Graduated high school or partial postsecondary education,10,14500
32092,16-19,Female,Less than high school graduation,20,7750
32092,16-19,Female,Less than high school graduation,20,9500
32092,16-19,Female,Less than high school graduation,20,9250
32093,40-49,Female,Graduated high school or partial postsecondary education,40,47000
32094,50-59,Male,Graduated high school or partial postsecondary education,35,52500
32094,40-49,Female,University degree or certificate,35,80000
32095,20-29,Male,Graduated high school or partial postsecondary education,80,100000
32096,50-59,Male,Non-university postsecondary certificate or diploma,40,26000
32096,50-59,Female,Non-university postsecondary certificate or diploma,25,28000
32097,40-49,Female,University degree or certificate,37.5,135000
32097,20-29,Male,Non-university postsecondary certificate or diploma,40,70000
32098,40-49,Female,Graduated high school or partial postsecondary education,40,22000
32099,20-29,Male,Graduated high school or partial postsecondary education,40,15000
32101,50-59,Female,Graduated high school or partial postsecondary education,40,49000
32102,70+,Male,Less than high school graduation,25,0
32104,50-59,Female,University degree or certificate,37.5,45000
32104,20-29,Female,Graduated high school or partial postsecondary education,21,10000
32106,30-39,Male,University degree or certificate,50,80000
32106,20-29,Male,Non-university postsecondary certificate or diploma,40,47000
32108,30-39,Female,Non-university postsecondary certificate or diploma,30,40000
32108,30-39,Male,Non-university postsecondary certificate or diploma,44,65000
32109,50-59,Female,University degree or certificate,20,0
32109,50-59,Male,University degree or certificate,37.5,270000
32110,60-69,Female,Non-university postsecondary certificate or diploma,35,350
32110,60-69,Male,University degree or certificate,40,120000
32110,20-29,Male,Graduated high school or partial postsecondary education,40,14500
32114,30-39,Female,University degree or certificate,37.5,47000
32114,30-39,Male,Non-university postsecondary certificate or diploma,35,26000
32115,40-49,Male,University degree or certificate,37.5,120000
32116,50-59,Male,Non-university postsecondary certificate or diploma,75,80000
32117,30-39,Female,University degree or certificate,37.5,95000
32119,30-39,Male,Non-university postsecondary certificate or diploma,40,195000
32120,60-69,Female,University degree or certificate,35,160000
32121,50-59,Male,Non-university postsecondary certificate or diploma,45,0
32122,50-59,Female,Non-university postsecondary certificate or diploma,14,8500
32122,50-59,Male,Non-university postsecondary certificate or diploma,50,52500
32123,50-59,Female,University degree or certificate,25,16500
32123,50-59,Male,Graduated high school or partial postsecondary education,45,49000
32125,50-59,Male,University degree or certificate,37.5,125000
32127,60-69,Male,Non-university postsecondary certificate or diploma,40,45000
32127,60-69,Female,Non-university postsecondary certificate or diploma,38,43000
32128,30-39,Female,Non-university postsecondary certificate or diploma,30,30000
32128,30-39,Male,Non-university postsecondary certificate or diploma,40,67500
32130,60-69,Male,Less than high school graduation,40,57500
32131,30-39,Male,Non-university postsecondary certificate or diploma,40,67500
32132,50-59,Female,Non-university postsecondary certificate or diploma,30,23000
32132,50-59,Male,Non-university postsecondary certificate or diploma,37.5,97500
32134,60-69,Male,Graduated high school or partial postsecondary education,34,19500
32136,30-39,Male,University degree or certificate,40,120000
32136,40-49,Female,University degree or certificate,40,97500
32140,60-69,Male,University degree or certificate,50,0
32140,50-59,Female,Non-university postsecondary certificate or diploma,35,0
32142,20-29,Male,Non-university postsecondary certificate or diploma,42.5,32000
32143,40-49,Male,University degree or certificate,20,4100
32143,30-39,Female,University degree or certificate,40,27000
32144,50-59,Male,Less than high school graduation,45,17500
32145,20-29,Female,University degree or certificate,9,2300
32145,30-39,Male,University degree or certificate,35,50000
32147,40-49,Female,Graduated high school or partial postsecondary education,15,450
32147,50-59,Male,Graduated high school or partial postsecondary education,40,60000
32148,40-49,Male,Graduated high school or partial postsecondary education,45,15000
32149,60-69,Male,Graduated high school or partial postsecondary education,35,55000
32149,20-29,Male,Graduated high school or partial postsecondary education,40,46000
32150,30-39,Female,University degree or certificate,36.2,90000
32150,30-39,Male,University degree or certificate,40,80000
32151,50-59,Female,University degree or certificate,40,65000
32152,40-49,Female,Non-university postsecondary certificate or diploma,35,57500
32154,60-69,Male,University degree or certificate,20,0
32156,20-29,Female,Non-university postsecondary certificate or diploma,40,38000
32156,20-29,Male,Graduated high school or partial postsecondary education,45,38000
32158,30-39,Male,University degree or certificate,50,21000
32158,30-39,Female,University degree or certificate,36,49000
32159,40-49,Male,Non-university postsecondary certificate or diploma,37.5,34000
32159,40-49,Female,University degree or certificate,16,55000
32160,30-39,Female,Non-university postsecondary certificate or diploma,40,42000
32160,30-39,Male,Non-university postsecondary certificate or diploma,40,57500
32160,50-59,Male,Graduated high school or partial postsecondary education,37.5,62500
32161,40-49,Female,Graduated high school or partial postsecondary education,20,0
32162,30-39,Male,Graduated high school or partial postsecondary education,50,100000
32164,50-59,Male,Non-university postsecondary certificate or diploma,45,62500
32164,16-19,Female,Non-university postsecondary certificate or diploma,40,2600
32165,40-49,Female,Non-university postsecondary certificate or diploma,37.5,52500
32165,40-49,Male,Non-university postsecondary certificate or diploma,40,45000
32165,20-29,Female,Graduated high school or partial postsecondary education,10,6750
32165,16-19,Female,Graduated high school or partial postsecondary education,7,9750
32167,40-49,Female,Graduated high school or partial postsecondary education,40,12000
32169,30-39,Male,University degree or certificate,40,41000
32169,20-29,Male,Non-university postsecondary certificate or diploma,40,60000
32170,70+,Male,Non-university postsecondary certificate or diploma,20,24000
32171,60-69,Male,Graduated high school or partial postsecondary education,21,16500
32172,30-39,Female,Non-university postsecondary certificate or diploma,37.5,85000
32173,40-49,Female,Graduated high school or partial postsecondary education,32,21000
32173,50-59,Male,University degree or certificate,40,0
32174,50-59,Female,Non-university postsecondary certificate or diploma,35,23000
32175,30-39,Male,Graduated high school or partial postsecondary education,40,49000
32175,30-39,Female,Non-university postsecondary certificate or diploma,40,50000
32176,50-59,Male,Graduated high school or partial postsecondary education,40,27000
32177,30-39,Male,Non-university postsecondary certificate or diploma,60,23000
32178,50-59,Male,Non-university postsecondary certificate or diploma,37.5,32000
32178,40-49,Female,Non-university postsecondary certificate or diploma,37,38000
32179,50-59,Male,Less than high school graduation,40,28000
32179,50-59,Female,Less than high school graduation,40,29000
32179,16-19,Male,Non-university postsecondary certificate or diploma,30,31000
32180,60-69,Male,Graduated high school or partial postsecondary education,40,57500
32180,20-29,Female,University degree or certificate,40,55000
32184,60-69,Male,Non-university postsecondary certificate or diploma,40,40000
32184,40-49,Female,University degree or certificate,28,14000
32187,20-29,Female,Non-university postsecondary certificate or diploma,40,32000
32187,30-39,Male,Graduated high school or partial postsecondary education,40,65000
32187,30-39,Male,Graduated high school or partial postsecondary education,40,95000
32188,20-29,Female,Graduated high school or partial postsecondary education,33,9250
32189,20-29,Female,Graduated high school or partial postsecondary education,25,0
32190,50-59,Male,University degree or certificate,40,85000
32190,40-49,Female,Non-university postsecondary certificate or diploma,40,100000
32191,20-29,Male,Graduated high school or partial postsecondary education,32,16000
32193,30-39,Male,Graduated high school or partial postsecondary education,40,60000
32193,30-39,Female,University degree or certificate,11,18500
